
Text conversion of header file \h820\optphotolab\Drones\DJI__Mavic_3M\viikki-field_calibration__20240521\sky_irrad\irrad_sky__00073.asd
 -------------------------------------------------------------
                                                                                                                                                            
The instrument number was  18875/1
New ASD spectrum file: Program version = 6.04 file version = 7.00
Spectrum saved: 05/21/2024 at 11:33:07
VNIR integration time : 136
VNIR channel 1 wavelength = 350 wavelength step = 1
There was one sample per data value
xmin = 350 xmax= 2500
ymin= 0 ymax= 2.5
The instrument digitizes spectral values to 16 bits
SWIR1 gain was 16 offset was 2051
SWIR2 gain was 16 offset was 2070
Join between VNIR and SWIR1 was 1000 nm
Join between SWIR1 and SWIR2 was 1800 nm
VNIR dark signal subtracted
100 dark measurements taken Tue May 21 11:27:15 2024
DCC value was 0
Data is not compared to a white reference
There was a remote cosine receptor attached
Spectrum file is raw data with embedded reference
GPS-Latitude is S0
GPS-Longitude is E0
GPS-Altitude is 0
GPS-UTC is 00:00:00

Smart Detector
Serial#  0
Signal (A)  0.000E00
Dark (A)  0.000E00
Ref (A)  0.000E00
Status  0 - Uninitialized
Gain  E-4
Averaging  0
Temp (C)  0.0
Humid (%)  0.0

Wavelength	rad_sky-00073.asd
839	 0.545809754315169 
840	 0.547797867867483 
841	 0.549052177362206 
842	 0.549075453309172 
843	 0.548077164566838 
844	 0.547231466290748 
845	 0.547205184975013 
846	 0.547853630238631 
847	 0.547174850379404 
848	 0.543724028325657 
849	 0.537692815491316 
850	 0.530690012950329 
851	 0.525400101891496 
852	 0.520107403303354 
853	 0.513282314604584 
854	 0.504677515256317 
855	 0.500736046472293 
856	 0.504717800282806 
857	 0.515562236357327 
858	 0.52659628683487 
859	 0.53218852415701 
860	 0.53309836703379 
861	 0.532157213890862 
862	 0.531609652178592 
863	 0.529800056140841 
864	 0.524989490944605 
865	 0.516346103950438 
866	 0.506161632045197 
867	 0.499529057943466 
868	 0.499198021010242 
869	 0.505067172860792 
870	 0.512135131410126 
871	 0.516746437397322 
872	 0.517866482818739 
873	 0.516987020137139 
874	 0.515443341497747 
875	 0.514034175374986 
876	 0.513097168115335 
877	 0.512496246024551 
878	 0.511816774927386 
879	 0.510589777756488 
880	 0.50875631066082 
881	 0.506989447715512 
882	 0.506076142241791 
883	 0.505948740467595 
884	 0.50599641934134 
885	 0.505073213308484 
886	 0.503426680509978 
887	 0.501544435423373 
888	 0.500018798195826 
889	 0.499374541855148 
890	 0.498048487132041 
891	 0.495033318392165 
892	 0.48969025558252 
893	 0.481173829106485 
894	 0.469296507540245 
895	 0.454530681509012 
896	 0.437993694739259 
897	 0.42054569023755 
898	 0.404656969504241 
899	 0.392326165822148 
900	 0.384755271914264 
901	 0.383241162325155 
902	 0.387974363269239 
903	 0.397122584291601 
904	 0.406501204246773 
905	 0.411781432879798 
906	 0.410827585270257 
907	 0.403819198474123 
908	 0.393526501718829 
909	 0.383837361872795 
910	 0.377305671336023 
911	 0.374690878582065 
912	 0.374263855384454 
913	 0.37387329800538 
914	 0.372912416127528 
915	 0.371843724156765 
916	 0.371937637992711 
917	 0.374657582783778 
918	 0.379990151310672 
919	 0.386766703396619 
920	 0.392781354710402 
921	 0.397604081390181 
922	 0.400175627700209 
923	 0.399495880506948 
924	 0.396325766292911 
925	 0.390890633146931 
926	 0.382557093218925 
927	 0.370058982247973 
928	 0.352338942539126 
929	 0.328676595571912 
930	 0.299942739183871 
931	 0.268573887990256 
932	 0.237768784965467 
933	 0.210992747429481 
934	 0.190833788730312 
935	 0.178725046701326 
936	 0.175289296412037 
937	 0.179559893333485 
938	 0.189240012258988 
939	 0.200938656331145 
940	 0.211722568460998 
941	 0.219330205708638 
942	 0.222452788044445 
943	 0.220924604705906 
944	 0.216680658076986 
945	 0.212087037895891 
946	 0.209208491643089 
947	 0.209355550007954 
948	 0.211815795144125 
949	 0.215599350593092 
950	 0.219578246443171 
951	 0.222659415105385 
952	 0.225354183417514 
953	 0.227971509867553 
954	 0.230750185843117 
955	 0.233831242782218 
956	 0.23744197544261 
957	 0.241642609355801 
958	 0.246399201830278 
959	 0.251621655954015 
960	 0.25819418459604 
961	 0.265089511800531 
962	 0.271924255724462 
963	 0.28037868472226 
964	 0.289186207657033 
965	 0.29872856978612 
966	 0.309142980800777 
967	 0.31943676826931 
968	 0.329668317417989 
969	 0.33943444859681 
970	 0.347778860140164 
971	 0.352906559826812 
972	 0.355060647650172 
973	 0.355090870437815 
