
 <pre>


 \n INPUT PARAMETERS:\n
 RADIATION SCHEME:            2  streams\n
 w-grid:         461   289.500000       750.500000    
 equally spaced z-grid
 z-grid:          81   0.00000000       80.0000000    
  measurement point: index           1  altitude=   0.00000000    
 idate =     20240623  esfact(1) =   0.967984200    
 air temperature: USSA, 1976
 air concentrations: USSA, 1976
 ozone profile: USSA, 1976
 DATAE1/SUN/susim_hi.flx
 DATAE1/SUN/atlas3_1994_317_a.dat        
 DATAE1/SUN/neckel.flx                   
 DATAE1/SUN/sao2010.solref.converted     
 aerosols:  Elterman (1968) continental profile
 lat=   60.2091103      long=   24.9647408      ut=   12.3333330    
 647.28     648.28     8.789E-01  1.737E-01     1.053E-01   1.053E+00
 648.28     649.28     8.788E-01  1.732E-01     1.052E-01   1.052E+00
 649.28     650.28     8.235E-01  1.618E-01     9.853E-02   9.853E-01
 650.28     651.28     8.821E-01  1.728E-01     1.055E-01   1.055E+00
 651.28     652.29     8.716E-01  1.702E-01     1.042E-01   1.042E+00
 652.29     653.29     8.735E-01  1.701E-01     1.044E-01   1.044E+00
 653.29     654.29     8.721E-01  1.692E-01     1.041E-01   1.041E+00
 654.29     655.29     8.578E-01  1.660E-01     1.024E-01   1.024E+00
 655.29     656.30     8.047E-01  1.552E-01     9.599E-02   9.599E-01
 656.30     657.30     6.894E-01  1.326E-01     8.220E-02   8.220E-01
 657.30     658.30     8.426E-01  1.615E-01     1.004E-01   1.004E+00
 658.30     659.30     8.571E-01  1.639E-01     1.021E-01   1.021E+00
 659.30     660.30     8.399E-01  1.601E-01     1.000E-01   1.000E+00
 660.30     661.31     8.536E-01  1.622E-01     1.016E-01   1.016E+00
 661.31     662.31     8.630E-01  1.635E-01     1.027E-01   1.027E+00
 662.31     663.31     8.580E-01  1.621E-01     1.020E-01   1.020E+00
 663.31     664.31     8.396E-01  1.582E-01     9.977E-02   9.977E-01
 664.31     665.32     8.483E-01  1.593E-01     1.008E-01   1.008E+00
 665.32     666.32     8.570E-01  1.605E-01     1.017E-01   1.017E+00
 666.32     667.32     8.472E-01  1.582E-01     1.005E-01   1.005E+00
 667.32     668.32     8.505E-01  1.582E-01     1.009E-01   1.009E+00
 668.32     669.32     8.682E-01  1.612E-01     1.029E-01   1.029E+00
 669.32     670.33     8.616E-01  1.595E-01     1.021E-01   1.021E+00
 670.33     671.33     8.608E-01  1.589E-01     1.020E-01   1.020E+00
 671.33     672.33     8.488E-01  1.562E-01     1.005E-01   1.005E+00
 672.33     673.33     8.624E-01  1.583E-01     1.021E-01   1.021E+00
 673.33     674.33     8.653E-01  1.584E-01     1.024E-01   1.024E+00
 674.33     675.34     8.587E-01  1.567E-01     1.015E-01   1.015E+00
 675.34     676.34     8.629E-01  1.570E-01     1.020E-01   1.020E+00
 676.34     677.34     8.557E-01  1.553E-01     1.011E-01   1.011E+00
 677.34     678.34     8.568E-01  1.550E-01     1.012E-01   1.012E+00
 678.34     679.35     8.468E-01  1.528E-01     9.995E-02   9.995E-01
 679.35     680.35     8.430E-01  1.516E-01     9.946E-02   9.946E-01
 680.35     681.35     8.423E-01  1.511E-01     9.934E-02   9.934E-01
 681.35     682.35     8.479E-01  1.517E-01     9.996E-02   9.996E-01
 682.35     683.35     8.509E-01  1.518E-01     1.003E-01   1.003E+00
 683.35     684.36     8.410E-01  1.496E-01     9.907E-02   9.907E-01
 684.36     685.36     8.451E-01  1.499E-01     9.951E-02   9.951E-01
 685.36     686.36     8.400E-01  1.486E-01     9.886E-02   9.886E-01
 686.36     687.36     8.507E-01  1.501E-01     1.001E-01   1.001E+00
 687.36     688.37     8.449E-01  1.486E-01     9.935E-02   9.935E-01
 688.37     689.37     8.440E-01  1.481E-01     9.921E-02   9.921E-01
 689.37     690.37     8.443E-01  1.478E-01     9.921E-02   9.921E-01
 690.37     691.37     8.418E-01  1.469E-01     9.887E-02   9.887E-01
 691.37     692.37     8.331E-01  1.450E-01     9.780E-02   9.780E-01
 692.37     693.38     8.386E-01  1.456E-01     9.841E-02   9.841E-01
 693.38     694.38     8.442E-01  1.461E-01     9.903E-02   9.903E-01
 694.38     695.38     8.354E-01  1.442E-01     9.796E-02   9.796E-01
 695.38     696.38     8.441E-01  1.453E-01     9.894E-02   9.894E-01
 696.38     697.38     8.454E-01  1.452E-01     9.906E-02   9.906E-01
 697.38     698.39     8.222E-01  1.408E-01     9.630E-02   9.630E-01
 698.39     699.39     8.466E-01  1.446E-01     9.912E-02   9.912E-01
 699.39     700.39     8.393E-01  1.429E-01     9.822E-02   9.822E-01
 700.39     701.39     8.271E-01  1.406E-01     9.677E-02   9.677E-01
 701.39     702.40     8.217E-01  1.392E-01     9.610E-02   9.610E-01
 702.40     703.40     8.222E-01  1.389E-01     9.611E-02   9.611E-01
 703.40     704.40     8.239E-01  1.389E-01     9.628E-02   9.628E-01
 704.40     705.40     8.389E-01  1.410E-01     9.799E-02   9.799E-01
 705.40     706.40     8.249E-01  1.383E-01     9.632E-02   9.632E-01
 706.40     707.41     8.228E-01  1.375E-01     9.604E-02   9.604E-01
 707.41     708.41     8.330E-01  1.389E-01     9.720E-02   9.720E-01
 708.41     709.41     8.088E-01  1.345E-01     9.433E-02   9.433E-01
 709.41     710.41     8.204E-01  1.361E-01     9.565E-02   9.565E-01
 710.41     711.42     8.184E-01  1.353E-01     9.537E-02   9.537E-01
 711.42     712.42     8.095E-01  1.336E-01     9.431E-02   9.431E-01
 712.42     713.42     8.052E-01  1.325E-01     9.377E-02   9.377E-01
 713.42     714.42     8.161E-01  1.340E-01     9.501E-02   9.501E-01
 714.42     715.42     7.972E-01  1.305E-01     9.277E-02   9.277E-01
 715.42     716.43     8.132E-01  1.328E-01     9.460E-02   9.460E-01
 716.43     717.43     7.969E-01  1.298E-01     9.267E-02   9.267E-01
 717.43     718.43     7.978E-01  1.296E-01     9.274E-02   9.274E-01
 718.43     719.43     7.913E-01  1.283E-01     9.196E-02   9.196E-01
 719.43     720.43     7.904E-01  1.278E-01     9.182E-02   9.182E-01
 720.43     721.44     7.892E-01  1.273E-01     9.165E-02   9.165E-01
 721.44     722.44     7.920E-01  1.274E-01     9.194E-02   9.194E-01
 722.44     723.44     7.906E-01  1.269E-01     9.175E-02   9.175E-01
 723.44     724.44     7.943E-01  1.271E-01     9.215E-02   9.215E-01
 724.44     725.45     7.903E-01  1.262E-01     9.165E-02   9.165E-01
 725.45     726.45     7.874E-01  1.254E-01     9.128E-02   9.128E-01
 726.45     727.45     7.935E-01  1.261E-01     9.196E-02   9.196E-01
 727.45     728.45     7.880E-01  1.249E-01     9.129E-02   9.129E-01
 728.45     729.45     7.598E-01  1.201E-01     8.799E-02   8.799E-01
 729.45     730.46     7.787E-01  1.228E-01     9.014E-02   9.014E-01
 730.46     731.46     7.733E-01  1.216E-01     8.950E-02   8.950E-01
 731.46     732.46     7.835E-01  1.229E-01     9.065E-02   9.065E-01
 732.46     733.46     7.710E-01  1.207E-01     8.916E-02   8.916E-01
 733.46     734.47     7.855E-01  1.227E-01     9.082E-02   9.082E-01
 734.47     735.47     7.750E-01  1.207E-01     8.958E-02   8.958E-01
 735.47     736.47     7.681E-01  1.193E-01     8.875E-02   8.875E-01
 736.47     737.47     7.751E-01  1.201E-01     8.953E-02   8.953E-01
 737.47     738.47     7.723E-01  1.194E-01     8.918E-02   8.918E-01
 738.47     739.48     7.481E-01  1.154E-01     8.634E-02   8.634E-01
 739.48     740.48     7.585E-01  1.167E-01     8.752E-02   8.752E-01
 740.48     741.48     7.511E-01  1.153E-01     8.664E-02   8.664E-01
 741.48     742.48     7.478E-01  1.145E-01     8.623E-02   8.623E-01
 742.48     743.48     7.621E-01  1.164E-01     8.785E-02   8.785E-01
 743.48     744.49     7.675E-01  1.170E-01     8.845E-02   8.845E-01
 744.49     745.49     7.550E-01  1.148E-01     8.697E-02   8.697E-01
 745.49     746.49     7.623E-01  1.156E-01     8.779E-02   8.779E-01
 746.49     747.49     7.708E-01  1.166E-01     8.874E-02   8.874E-01
 747.49     748.50     7.627E-01  1.151E-01     8.778E-02   8.778E-01
 748.50     749.50     7.642E-01  1.151E-01     8.793E-02   8.793E-01
 749.50     750.50     7.537E-01  1.132E-01     8.669E-02   8.669E-01
